h_s:  5 , h_r:  64
領域数:  302
h_s:  5 , h_r:  32
領域数:  243
h_s:  5 , h_r:  48
領域数:  298
h_s:  5 , h_r:  96
領域数:  281
h_s:  6 , h_r:  64
領域数:  243
h_s:  5 , h_r:  24
領域数:  197
h_s:  5 , h_r:  16
領域数:  153
h_s:  6 , h_r:  96
領域数:  215
h_s:  5 , h_r:  128
領域数:  281
h_s:  7 , h_r:  48
領域数:  165
h_s:  7 , h_r:  128
領域数:  161
h_s:  6 , h_r:  32
領域数:  180
h_s:  6 , h_r:  48
領域数:  224
h_s:  6 , h_r:  128
領域数:  215
h_s:  7 , h_r:  96
領域数:  161
h_s:  6 , h_r:  16
領域数:  74
h_s:  8 , h_r:  128
領域数:  120
h_s:  7 , h_r:  64
領域数:  192
h_s:  6 , h_r:  24
領域数:  136
h_s:  8 , h_r:  96
領域数:  120
h_s:  8 , h_r:  48
領域数:  111
h_s:  9 , h_r:  96
領域数:  80
h_s:  7 , h_r:  24
領域数:  68
h_s:  8 , h_r:  64
領域数:  142
h_s:  8 , h_r:  32
領域数:  87
h_s:  9 , h_r:  128
領域数:  80
h_s:  7 , h_r:  32
領域数:  130
h_s:  7 , h_r:  16
領域数:  57
h_s:  9 , h_r:  64
領域数:  97
h_s:  9 , h_r:  48
領域数:  70
h_s:  10 , h_r:  128
領域数:  46
h_s:  8 , h_r:  16
領域数:  25
h_s:  10 , h_r:  48
領域数:  42
h_s:  10 , h_r:  96
領域数:  46
h_s:  10 , h_r:  64
領域数:  57
h_s:  10 , h_r:  32
領域数:  41
h_s:  9 , h_r:  32
領域数:  64
h_s:  13 , h_r:  96
領域数:  1
h_s:  8 , h_r:  24
領域数:  27
h_s:  11 , h_r:  48
領域数:  22
h_s:  11 , h_r:  64
領域数:  29
h_s:  13 , h_r:  128
領域数:  1
h_s:  11 , h_r:  96
領域数:  25
h_s:  12 , h_r:  64
領域数:  8
h_s:  10 , h_r:  24
領域数:  12
h_s:  9 , h_r:  16
領域数:  25
h_s:  11 , h_r:  24
領域数:  10
h_s:  13 , h_r:  64
領域数:  1
h_s:  9 , h_r:  24
領域数:  13
h_s:  11 , h_r:  128
領域数:  25
h_s:  11 , h_r:  32
領域数:  22
h_s:  12 , h_r:  96
領域数:  9
h_s:  12 , h_r:  32
領域数:  10
h_s:  10 , h_r:  16
領域数:  9
h_s:  12 , h_r:  128
領域数:  9
h_s:  13 , h_r:  48
領域数:  1
h_s:  12 , h_r:  48
領域数:  6
h_s:  12 , h_r:  24
領域数:  4
h_s:  11 , h_r:  16
領域数:  18
h_s:  13 , h_r:  32
領域数:  2
h_s:  13 , h_r:  24
領域数:  2
h_s:  12 , h_r:  16
領域数:  8
h_s:  13 , h_r:  16
領域数:  9
