h_s:  2 , h_r:  16
領域数:  435
h_s:  2 , h_r:  64
領域数:  620
h_s:  2 , h_r:  128
領域数:  689
h_s:  2 , h_r:  8
領域数:  400
h_s:  4 , h_r:  8
領域数:  285
h_s:  2 , h_r:  32
領域数:  520
h_s:  4 , h_r:  16
領域数:  302
h_s:  4 , h_r:  64
領域数:  387
h_s:  4 , h_r:  128
領域数:  633
h_s:  4 , h_r:  32
領域数:  271
h_s:  6 , h_r:  64
領域数:  120
h_s:  6 , h_r:  128
領域数:  434
h_s:  6 , h_r:  8
領域数:  183
h_s:  6 , h_r:  32
領域数:  96
h_s:  6 , h_r:  16
領域数:  136
h_s:  8 , h_r:  16
領域数:  101
h_s:  8 , h_r:  8
領域数:  164
h_s:  8 , h_r:  128
領域数:  290
h_s:  8 , h_r:  32
領域数:  53
h_s:  10 , h_r:  8
領域数:  124
h_s:  8 , h_r:  64
領域数:  57
h_s:  10 , h_r:  16
領域数:  78
h_s:  10 , h_r:  32
領域数:  28
h_s:  10 , h_r:  64
領域数:  28
h_s:  12 , h_r:  8
領域数:  113
h_s:  10 , h_r:  128
領域数:  155
h_s:  12 , h_r:  16
領域数:  54
h_s:  14 , h_r:  8
領域数:  92
h_s:  12 , h_r:  64
領域数:  29
h_s:  12 , h_r:  32
領域数:  28
h_s:  16 , h_r:  8
領域数:  79
h_s:  12 , h_r:  128
領域数:  83
h_s:  14 , h_r:  16
領域数:  51
h_s:  14 , h_r:  64
領域数:  36
h_s:  14 , h_r:  32
領域数:  34
h_s:  14 , h_r:  128
領域数:  43
h_s:  16 , h_r:  128
領域数:  4
h_s:  16 , h_r:  32
領域数:  30
h_s:  16 , h_r:  16
領域数:  45
h_s:  16 , h_r:  64
領域数:  11
