h_s:  2 , h_r:  8
領域数:  431
h_s:  2 , h_r:  32
領域数:  548
h_s:  2 , h_r:  128
領域数:  744
h_s:  2 , h_r:  16
領域数:  480
h_s:  4 , h_r:  32
領域数:  291
h_s:  4 , h_r:  16
領域数:  324
h_s:  4 , h_r:  64
領域数:  448
h_s:  2 , h_r:  64
領域数:  625
h_s:  4 , h_r:  8
領域数:  338
h_s:  4 , h_r:  128
領域数:  633
h_s:  6 , h_r:  8
領域数:  222
h_s:  6 , h_r:  16
領域数:  189
h_s:  6 , h_r:  128
領域数:  435
h_s:  6 , h_r:  64
領域数:  169
h_s:  6 , h_r:  32
領域数:  129
h_s:  8 , h_r:  8
領域数:  150
h_s:  8 , h_r:  128
領域数:  288
h_s:  8 , h_r:  16
領域数:  100
h_s:  8 , h_r:  32
領域数:  57
h_s:  10 , h_r:  8
領域数:  113
h_s:  10 , h_r:  16
領域数:  85
h_s:  8 , h_r:  64
領域数:  99
h_s:  10 , h_r:  32
領域数:  42
h_s:  12 , h_r:  8
領域数:  100
h_s:  10 , h_r:  128
領域数:  191
h_s:  12 , h_r:  32
領域数:  41
h_s:  14 , h_r:  8
領域数:  90
h_s:  12 , h_r:  16
領域数:  74
h_s:  14 , h_r:  16
領域数:  54
h_s:  16 , h_r:  8
領域数:  92
h_s:  14 , h_r:  32
領域数:  29
h_s:  16 , h_r:  16
領域数:  59
h_s:  12 , h_r:  128
領域数:  108
h_s:  10 , h_r:  64
領域数:  42
h_s:  14 , h_r:  128
領域数:  50
h_s:  16 , h_r:  32
領域数:  60
h_s:  12 , h_r:  64
領域数:  29
h_s:  16 , h_r:  128
領域数:  6
h_s:  14 , h_r:  64
領域数:  40
h_s:  16 , h_r:  64
領域数:  9
